고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
708,IN-2012-76394,2013-10-14,2013-10-17,빠른 배송,JM-16195,백현민,소비자,연천군,경기도,대한민국,수도권,OFF-BI-10001967,사무용품,바인더,"Acco Binder, Recycled",28476.36,2,0.1,-1940.04
709,IN-2012-31524,2013-11-10,2013-11-17,표준 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,수도권,OFF-ST-10004228,사무용품,수납용품,"Tenex Shelving, Industrial",140044.572,3,0.17,23550.372
720,ID-2012-24454,2013-02-21,2013-02-21,당일 배송,LM-17065,조의철,소비자,부평구,인천광역시,대한민국,수도권,TEC-PH-10001805,사무기기,전화기,"Nokia Speaker Phone, Full Size",95196.6,1,0.25,-7619.4
721,ID-2012-24454,2013-02-21,2013-02-21,당일 배송,LM-17065,조의철,소비자,부평구,인천광역시,대한민국,수도권,OFF-PA-10002047,사무용품,종이,"Green Bar Cards & Envelopes, 8.5 x 11",176815.98,6,0.45,-106111.62
736,IN-2012-25084,2013-03-11,2013-03-13,특급 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,수도권,TEC-CO-10003354,사무기기,복사기,"Brother Fax Machine, Laser",1299643.2,4,0,389844
737,IN-2012-26372,2013-06-03,2013-06-05,빠른 배송,BS-11755,이희진,소비자,남양주시,경기도,대한민국,수도권,OFF-SU-10001407,사무용품,일반 사무용품,"Fiskars Trimmer, Easy Grip",223992,5,0,51408
738,IN-2012-26372,2013-06-03,2013-06-05,빠른 배송,BS-11755,이희진,소비자,남양주시,경기도,대한민국,수도권,OFF-ST-10004847,사무용품,수납용품,"Tenex File Cart, Blue",271728,2,0,124970.4
755,ID-2012-18749,2013-07-08,2013-07-14,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,TEC-AC-10000051,사무기기,악세사리,"Logitech Memory Card, USB",190191.24,3,0.4,-60239.16
781,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-ST-10003547,사무용품,수납용품,"Smead Shelving, Blue",49908.6,2,0.5,-6028.2
782,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-EN-10002140,사무용품,봉투,"Jiffy Business Envelopes, Recycled",84272.4,9,0.5,-30569.4
783,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-ST-10004576,사무용품,수납용품,"Rogers File Cart, Single Width",288925.2,4,0.5,-185007.6
784,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-ST-10003964,사무용품,수납용품,"Fellowes Lockers, Industrial",529915.5,5,0.5,-402772.5
785,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-BI-10001032,사무용품,바인더,"Avery Binding Machine, Recycled",200736,8,0.5,-68299.2
786,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-SU-10002388,사무용품,일반 사무용품,"Elite Shears, Easy Grip",124006.5,5,0.5,-94324.5
787,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-SU-10003651,사무용품,일반 사무용품,"Elite Ruler, Serrated",10710,2,0.5,-8384.4
788,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,OFF-AP-10002882,사무용품,가전,"KitchenAid Coffee Grinder, Silver",145288.8,4,0.5,-26193.6
789,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,TEC-MA-10004064,사무기기,전산기기,"Panasonic Calculator, Red",48378.6,2,0.5,-14535
790,ID-2012-77619,2013-11-02,2013-11-03,특급 배송,MK-18160,임승은,소비자,송파구,서울특별시,대한민국,수도권,FUR-CH-10004572,가구,의자,"Harbour Creations Bag Chairs, Red",100563.84,2,0.2,22595.04
834,ID-2012-14955,2013-09-21,2013-09-26,빠른 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-LA-10002272,사무용품,라벨,"Smead File Folder Labels, Alphabetical",23959.8,3,0.1,-550.8
839,ID-2012-68631,2013-03-10,2013-03-14,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,영남,FUR-FU-10003658,가구,가구류,"Tenex Light Bulb, Duo Pack",104596.92,6,0.1,-1340.28
840,ID-2012-71452,2013-04-06,2013-04-09,빠른 배송,BB-10990,김유인,기업 고객,진도군,전라남도,대한민국,호남,OFF-BI-10004869,사무용품,바인더,"Avery 3-Hole Punch, Recycled",28794.6,2,0.5,-1193.4
841,ID-2012-71452,2013-04-06,2013-04-09,빠른 배송,BB-10990,김유인,기업 고객,진도군,전라남도,대한민국,호남,FUR-CH-10004913,가구,의자,"Office Star Rocking Chair, Red",689895.36,6,0.2,-77736.24
844,IN-2012-24769,2013-09-06,2013-09-12,표준 배송,JM-15535,하종석,소비자,도봉구,서울특별시,대한민국,수도권,OFF-LA-10000322,사무용품,라벨,"Smead Round Labels, Laser Printer Compatible",7038,1,0,1040.4
845,IN-2012-24769,2013-09-06,2013-09-12,표준 배송,JM-15535,하종석,소비자,도봉구,서울특별시,대한민국,수도권,OFF-SU-10002709,사무용품,일반 사무용품,"Fiskars Letter Opener, Easy Grip",120564,4,0,49327.2
846,IN-2012-24769,2013-09-06,2013-09-12,표준 배송,JM-15535,하종석,소비자,도봉구,서울특별시,대한민국,수도권,OFF-BI-10004369,사무용품,바인더,"Ibico Hole Reinforcements, Recycled",29988,4,0,10771.2
847,IN-2012-24769,2013-09-06,2013-09-12,표준 배송,JM-15535,하종석,소비자,도봉구,서울특별시,대한민국,수도권,OFF-EN-10003632,사무용품,봉투,"Jiffy Mailers, Recycled",73378.8,2,0,10954.8
852,ID-2012-57179,2013-09-13,2013-09-18,표준 배송,EM-13825,양종현,기업 고객,강화군,인천광역시,대한민국,수도권,FUR-BO-10001155,가구,책장,"Dania 3-Shelf Cabinet, Traditional",346269.6,3,0.2,-60679.8
853,ID-2012-57179,2013-09-13,2013-09-18,표준 배송,EM-13825,양종현,기업 고객,강화군,인천광역시,대한민국,수도권,OFF-LA-10001497,사무용품,라벨,"Smead Round Labels, Adjustable",4896,2,0.5,-3366
862,IN-2012-29788,2013-05-19,2013-05-25,표준 배송,JJ-15445,김광철,소비자,김천시,경상북도,대한민국,영남,FUR-CH-10002188,가구,의자,"SAFCO Steel Folding Chair, Set of Two",196485.048,3,0.27,40333.248
865,IN-2012-74070,2013-06-24,2013-06-26,특급 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,TEC-PH-10002916,사무기기,전화기,"Apple Speaker Phone, with Caller ID",104385.78,1,0.17,31435.38
866,IN-2012-74070,2013-06-24,2013-06-26,특급 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,FUR-FU-10003939,가구,가구류,"Tenex Photo Frame, Duo Pack",154578.96,4,0.27,18959.76
898,IN-2012-71634,2013-06-02,2013-06-07,표준 배송,MC-17425,원태우,기업 고객,동구,울산광역시,대한민국,영남,OFF-EN-10002007,사무용품,봉투,"Kraft Clasp Envelope, with clear poly window",63954,5,0,10098
900,IN-2012-72502,2013-11-08,2013-11-08,당일 배송,DB-13060,이준모,소비자,아산시,충청남도,대한민국,충청,TEC-PH-10001699,사무기기,전화기,"Samsung Smart Phone, Full Size",1300377.6,2,0,221054.4
901,IN-2012-72502,2013-11-08,2013-11-08,당일 배송,DB-13060,이준모,소비자,아산시,충청남도,대한민국,충청,OFF-EN-10003550,사무용품,봉투,"Ames Mailers, Set of 50",109701,3,0,52601.4
902,IN-2012-72502,2013-11-08,2013-11-08,당일 배송,DB-13060,이준모,소비자,아산시,충청남도,대한민국,충청,OFF-AP-10002104,사무용품,가전,"Hoover Microwave, Red",1259251.2,4,0,138434.4
931,IN-2012-62261,2013-03-22,2013-03-27,표준 배송,JL-15130,우준모,소비자,부평구,인천광역시,대한민국,수도권,FUR-CH-10002940,가구,의자,"Harbour Creations Chairmat, Black",191595.78,3,0.1,2120.58
932,IN-2012-62261,2013-03-22,2013-03-27,표준 배송,JL-15130,우준모,소비자,부평구,인천광역시,대한민국,수도권,OFF-ST-10001342,사무용품,수납용품,"Fellowes Trays, Blue",105368.04,2,0.1,39761.64
933,IN-2012-62261,2013-03-22,2013-03-27,표준 배송,JL-15130,우준모,소비자,부평구,인천광역시,대한민국,수도권,OFF-LA-10002806,사무용품,라벨,"Novimex Shipping Labels, 5000 Label Set",20875.32,2,0.1,9002.52
935,IN-2012-75498,2013-03-19,2013-03-22,빠른 배송,JM-15265,신민욱,기업 고객,보령시,충청남도,대한민국,충청,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",179340.48,4,0.1,7858.08
940,ID-2012-58250,2013-10-27,2013-11-02,표준 배송,TS-21160,오진현,기업 고객,서초구,서울특별시,대한민국,수도권,OFF-PA-10004260,사무용품,종이,"Xerox Memo Slips, Recycled",15079.68,2,0.45,-2239.92
941,ID-2012-58250,2013-10-27,2013-11-02,표준 배송,TS-21160,오진현,기업 고객,서초구,서울특별시,대한민국,수도권,OFF-LA-10002630,사무용품,라벨,"Novimex Legal Exhibit Labels, Laser Printer Compatible",17621.01,3,0.45,-9643.59
942,ID-2012-58250,2013-10-27,2013-11-02,표준 배송,TS-21160,오진현,기업 고객,서초구,서울특별시,대한민국,수도권,FUR-CH-10002250,가구,의자,"Office Star Executive Leather Armchair, Black",1430335.8,4,0.25,419556.6
943,ID-2012-58250,2013-10-27,2013-11-02,표준 배송,TS-21160,오진현,기업 고객,서초구,서울특별시,대한민국,수도권,FUR-FU-10003447,가구,가구류,"Eldon Light Bulb, Duo Pack",77295.6,4,0.25,15361.2
961,IN-2012-30502,2013-10-01,2013-10-07,표준 배송,Co-12640,소연우,소비자,가평군,경기도,대한민국,수도권,OFF-SU-10003834,사무용품,일반 사무용품,"Stiletto Shears, High Speed",147155.4,3,0,55906.2
962,IN-2012-30502,2013-10-01,2013-10-07,표준 배송,Co-12640,소연우,소비자,가평군,경기도,대한민국,수도권,FUR-CH-10002626,가구,의자,"Hon Steel Folding Chair, Adjustable",256764.6,3,0,125766
963,IN-2012-53770,2013-08-27,2013-08-31,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,수도권,OFF-LA-10002703,사무용품,라벨,"Novimex Removable Labels, Adjustable",10465.2,1,0,4069.8
977,IN-2012-47589,2013-07-21,2013-07-23,특급 배송,TH-21550,현누리,홈 오피스,구로구,서울특별시,대한민국,수도권,FUR-FU-10003420,가구,가구류,"Deflect-O Door Stop, Durable",37619.64,1,0.1,12956.04
978,IN-2012-47589,2013-07-21,2013-07-23,특급 배송,TH-21550,현누리,홈 오피스,구로구,서울특별시,대한민국,수도권,TEC-CO-10001157,사무기기,복사기,"Hewlett Personal Copier, Color",267523.56,2,0.1,103997.16
979,IN-2012-47589,2013-07-21,2013-07-23,특급 배송,TH-21550,현누리,홈 오피스,구로구,서울특별시,대한민국,수도권,OFF-ST-10001707,사무용품,수납용품,"Smead Shelving, Single Width",179781.12,4,0.1,-12019.68
991,IN-2012-28087,2013-11-04,2013-11-06,빠른 배송,DP-13105,성정희,기업 고객,성북구,서울특별시,대한민국,수도권,OFF-LA-10000861,사무용품,라벨,"Avery Color Coded Labels, Alphabetical",36104.94,3,0.1,13613.94
992,IN-2012-28087,2013-11-04,2013-11-06,빠른 배송,DP-13105,성정희,기업 고객,성북구,서울특별시,대한민국,수도권,OFF-AP-10004246,사무용품,가전,"Breville Stove, Red",2577468.6,5,0.1,572709.6
993,IN-2012-28087,2013-11-04,2013-11-06,빠른 배송,DP-13105,성정희,기업 고객,성북구,서울특별시,대한민국,수도권,FUR-CH-10003232,가구,의자,"Harbour Creations Executive Leather Armchair, Adjustable",2595259.44,6,0.1,634227.84
995,IN-2012-32399,2013-10-17,2013-10-22,표준 배송,AT-10735,원창우,소비자,고흥군,전라남도,대한민국,호남,OFF-PA-10003878,사무용품,종이,"Enermax Cards & Envelopes, Premium",96084,2,0,24969.6
996,IN-2012-32399,2013-10-17,2013-10-22,표준 배송,AT-10735,원창우,소비자,고흥군,전라남도,대한민국,호남,OFF-SU-10004198,사무용품,일반 사무용품,"Kleencut Scissors, Easy Grip",48776.4,2,0,6303.6
1067,IN-2012-29928,2013-11-29,2013-12-04,빠른 배송,VM-21835,최영우,소비자,고창군,전라북도,대한민국,호남,OFF-BI-10002301,사무용품,바인더,"Cardinal Hole Reinforcements, Economy",16340.4,3,0,5691.6
1068,IN-2012-29928,2013-11-29,2013-12-04,빠른 배송,VM-21835,최영우,소비자,고창군,전라북도,대한민국,호남,OFF-BI-10004651,사무용품,바인더,"Cardinal Binding Machine, Clear",150643.8,3,0,69217.2
1069,IN-2012-29928,2013-11-29,2013-12-04,빠른 배송,VM-21835,최영우,소비자,고창군,전라북도,대한민국,호남,TEC-AC-10001463,사무기기,악세사리,"Logitech Numeric Keypad, Programmable",195105.6,4,0,35006.4
1079,IN-2012-48373,2013-10-07,2013-10-11,빠른 배송,MJ-17740,권재규,소비자,해운대구,부산광역시,대한민국,영남,OFF-ST-10004350,사무용품,수납용품,"Rogers Shelving, Blue",253490.4,4,0,106365.6
1093,ID-2012-28752,2013-01-07,2013-01-12,표준 배송,AB-10060,배명희,홈 오피스,함평군,전라남도,대한민국,호남,OFF-LA-10002875,사무용품,라벨,"Novimex Shipping Labels, Adjustable",18115.2,2,0,5569.2
1133,IN-2012-77542,2013-12-30,2014-01-02,특급 배송,HE-14800,윤대권,기업 고객,전주시,전라북도,대한민국,호남,OFF-LA-10001548,사무용품,라벨,"Avery Shipping Labels, Adjustable",9945,1,0,2386.8
1134,IN-2012-77542,2013-12-30,2014-01-02,특급 배송,HE-14800,윤대권,기업 고객,전주시,전라북도,대한민국,호남,TEC-AC-10003408,사무기기,악세사리,"Enermax Keyboard, Programmable",173318.4,2,0,51958.8
1135,IN-2012-30586,2013-10-27,2013-10-29,빠른 배송,DB-13660,조성보,소비자,수원시,경기도,대한민국,수도권,FUR-CH-10004491,가구,의자,"SAFCO Swivel Stool, Adjustable",312909.48,2,0.1,90386.28
1136,IN-2012-30586,2013-10-27,2013-10-29,빠른 배송,DB-13660,조성보,소비자,수원시,경기도,대한민국,수도권,TEC-CO-10000269,사무기기,복사기,"HP Ink, Laser",354439.8,3,0.1,-11842.2
1137,IN-2012-30586,2013-10-27,2013-10-29,빠른 배송,DB-13660,조성보,소비자,수원시,경기도,대한민국,수도권,OFF-SU-10000707,사무용품,일반 사무용품,"Stiletto Shears, Serrated",164468.88,4,0.1,60184.08
1145,ID-2012-58670,2013-01-07,2013-01-11,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,OFF-AR-10003684,사무용품,필기구,"BIC Sketch Pad, Fluorescent",28005.12,1,0.45,-4583.88
1146,ID-2012-58670,2013-01-07,2013-01-11,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,TEC-MA-10000868,사무기기,전산기기,"Panasonic Phone, Wireless",454318.2,7,0.25,-139444.2
1147,ID-2012-58670,2013-01-07,2013-01-11,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,TEC-MA-10004482,사무기기,전산기기,"Panasonic Card Printer, White",395267.85,3,0.25,26323.65
1148,ID-2012-58670,2013-01-07,2013-01-11,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,TEC-AC-10003413,사무기기,악세사리,"Logitech Router, Programmable",279176.04,2,0.45,-45734.76
1149,IN-2012-56738,2013-03-02,2013-03-06,표준 배송,RF-19345,신윤진,기업 고객,구로구,서울특별시,대한민국,수도권,FUR-FU-10002210,가구,가구류,"Tenex Clock, Black",358785,7,0,60832.8
1169,IN-2012-73160,2013-12-25,2013-12-31,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,FUR-CH-10000391,가구,의자,"Novimex Bag Chairs, Red",46879.2,1,0,3733.2
1170,IN-2012-73160,2013-12-25,2013-12-31,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,TEC-PH-10000780,사무기기,전화기,"Cisco Smart Phone, with Caller ID",3336624,5,0,1367973
1171,IN-2012-73160,2013-12-25,2013-12-31,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-LA-10002107,사무용품,라벨,"Harbour Creations Removable Labels, Laser Printer Compatible",20746.8,2,0,6609.6
1173,IN-2012-14612,2013-12-30,2013-12-30,당일 배송,NF-18595,조동관,홈 오피스,용인시,경기도,대한민국,수도권,OFF-AR-10004218,사무용품,필기구,"Sanford Pencil Sharpener, Water Color",79893.54,3,0.1,9758.34
1174,IN-2012-29998,2013-12-31,2014-01-04,표준 배송,GT-14755,홍휘재,소비자,계룡시,충청남도,대한민국,충청,OFF-FA-10004910,사무용품,파스너,"Advantus Staples, Assorted Sizes",8476.2,1,0,581.4
1175,IN-2012-29998,2013-12-31,2014-01-04,표준 배송,GT-14755,홍휘재,소비자,계룡시,충청남도,대한민국,충청,OFF-BI-10001967,사무용품,바인더,"Acco Binder, Recycled",47460.6,3,0,1836
1178,IN-2012-12764,2013-12-07,2013-12-12,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,수도권,TEC-AC-10004249,사무기기,악세사리,"Logitech Flash Drive, USB",250675.2,8,0,105264
1179,IN-2012-12764,2013-12-07,2013-12-12,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,수도권,OFF-SU-10000178,사무용품,일반 사무용품,"Acme Ruler, Easy Grip",56089.8,3,0,4406.4
1205,IN-2012-25224,2013-05-07,2013-05-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,수도권,FUR-BO-10001753,가구,책장,"Dania Stackable Bookrack, Traditional",395107.2,4,0.2,118483.2
1208,ID-2012-53154,2013-08-25,2013-08-28,빠른 배송,DK-12985,장규보,소비자,은평구,서울특별시,대한민국,수도권,OFF-AR-10000027,사무용품,필기구,"Binney & Smith Pencil Sharpener, Easy-Erase",62674.92,4,0.45,-6848.28
1234,ID-2012-41751,2013-09-22,2013-09-27,표준 배송,SG-20080,조명석,소비자,송파구,서울특별시,대한민국,수도권,OFF-AR-10004218,사무용품,필기구,"Sanford Pencil Sharpener, Water Color",86403.384,4,0.27,-7110.216
1235,ID-2012-41751,2013-09-22,2013-09-27,표준 배송,SG-20080,조명석,소비자,송파구,서울특별시,대한민국,수도권,OFF-BI-10002708,사무용품,바인더,"Acco Binder, Clear",24737.652,2,0.17,1787.652
1243,IN-2012-72467,2013-10-07,2013-10-11,표준 배송,BF-11080,허혁,소비자,서구,광주광역시,대한민국,호남,TEC-PH-10003546,사무기기,전화기,"Apple Signal Booster, with Caller ID",347063.67,3,0.17,33383.07
